updateIdentifier,recordType,order,updateMode,label,pid,member_of
http://fedora.lib.umd.edu/fedora/get/umd:50553/image,File,54,Replace,Page 54,umd:50553,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50538/image,File,40,Replace,Page 40,umd:50538,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50516/image,File,18,Replace,Page 18,umd:50516,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50539/image,File,41,Replace,Page 41,umd:50539,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50524/image,File,26,Replace,Page 26,umd:50524,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50561/image,File,62,Replace,Page 62,umd:50561,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50544/image,File,46,Replace,Page 46,umd:50544,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50508/image,File,10,Replace,Page 10,umd:50508,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50560/image,File,61,Replace,Page 61,umd:50560,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50562/image,File,63,Replace,Page 63,umd:50562,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50550/image,File,51,Replace,Page 51,umd:50550,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50505/image,File,7,Replace,Page 7,umd:50505,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50565/image,File,66,Replace,Page 66,umd:50565,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50535/image,File,37,Replace,Page 37,umd:50535,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50563/image,File,64,Replace,Page 64,umd:50563,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:50532/image,File,34,Replace,Page 34,umd:50532,umd:50498
http://fedora.lib.umd.edu/fedora/get/umd:259942/image,File,1,Replace,Image,umd:259942,umd:259938
http://fedora.lib.umd.edu/fedora/get/umd:259943/image,File,2,Replace,Image,umd:259943,umd:259938
http://fedora.lib.umd.edu/fedora/get/umd:259945/image,File,4,Replace,Image,umd:259945,umd:259938
http://fedora.lib.umd.edu/fedora/get/umd:259944/image,File,3,Replace,Image,umd:259944,umd:259938
http://fedora.lib.umd.edu/fedora/get/umd:259809/image,File,1,Replace,Image,umd:259809,umd:259800
http://fedora.lib.umd.edu/fedora/get/umd:259810/image,File,2,Replace,Image,umd:259810,umd:259800
http://fedora.lib.umd.edu/fedora/get/umd:259812/image,File,3,Replace,Image,umd:259812,umd:259800
http://fedora.lib.umd.edu/fedora/get/umd:259913/image,File,1,Replace,Image,umd:259913,umd:259909
http://fedora.lib.umd.edu/fedora/get/umd:259914/image,File,2,Replace,Image,umd:259914,umd:259909
http://fedora.lib.umd.edu/fedora/get/umd:259916/image,File,4,Replace,Image,umd:259916,umd:259909
http://fedora.lib.umd.edu/fedora/get/umd:259915/image,File,3,Replace,Image,umd:259915,umd:259909
http://fedora.lib.umd.edu/fedora/get/umd:259935/image,File,1,Replace,Image,umd:259935,umd:259931
http://fedora.lib.umd.edu/fedora/get/umd:259936/image,File,2,Replace,Image,umd:259936,umd:259931
http://fedora.lib.umd.edu/fedora/get/umd:259928/image,File,1,Replace,Image,umd:259928,umd:259920
http://fedora.lib.umd.edu/fedora/get/umd:259929/image,File,2,Replace,Image,umd:259929,umd:259920
http://fedora.lib.umd.edu/fedora/get/umd:259798/image,File,1,Replace,Image,umd:259798,umd:259793
